hour,fluid,used_coolprop,T_evap_sat_K,T_cond_sat_K,P_evap_kPa,P_cond_kPa,h1,h2s,h2,h3,T_source_in_C,T_geo_in_C,Q_geo_kW,flow_src_kgps,flow_load_kgps,T_outdoor_C
5781,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,24.4000
5782,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,23.9000
5783,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,22.8000
5784,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,21.5000
5785,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,20.5000
5786,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,20.1000
5787,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,19.7000
5788,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,19.0000
5789,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,18.3000
5790,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,18.1000
5791,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,18.3000
5792,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,18.8000
5793,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,19.4000
5794,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,20.1000
5795,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,20.9000
5796,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,21.5000
5797,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,22.1000
5798,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,22.5000
5799,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,22.7000
5800,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,22.7000
5801,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,22.6000
5802,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,22.4000
5803,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,22.2000
5804,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,22.0000
5805,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,21.9000
5806,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,21.7000
5807,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,21.4000
5808,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,20.9000
5809,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,20.0000
5810,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,18.7000
5811,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,17.0000
5812,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,15.4000
5813,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,14.7000
5814,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,15.0000
5815,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,15.8000
5816,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,17.0000
5817,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,18.5000
5818,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,20.1000
5819,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,21.9000
5820,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,23.7000
5821,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,25.5000
5822,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,27.2000
5823,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,28.7000
5824,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,29.7000
5825,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,30.1000
5826,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,29.6000
5827,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,28.6000
5828,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,27.4000
5829,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,26.5000
5830,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,25.9000
5831,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,25.3000
5832,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,24.5000
5833,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,23.2000
5834,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,21.4000
5835,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,18.9000
5836,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,16.7000
5837,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,15.7000
5838,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,16.1000
5839,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,17.0000
5840,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,18.2000
5841,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,19.4000
5842,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,20.8000
5843,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,22.3000
5844,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,24.1000
5845,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,26.3000
5846,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,29.0000
5847,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,31.1000
5848,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,30.6000
5849,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,29.3000
5850,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,27.6000
5851,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,25.6000
5852,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,23.8000
5853,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,22.4000
5854,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,21.2000
5855,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,20.4000
5856,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,19.7000
5857,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,19.2000
5858,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,18.6000
5859,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,18.0000
5860,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,17.5000
5861,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,17.3000
5862,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,17.5000
5863,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,18.2000
5864,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,19.0000
5865,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,19.9000
5866,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,20.8000
5867,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,22.0000
5868,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,23.4000
5869,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,25.1000
5870,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,27.3000
5871,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,29.0000
5872,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,28.4000
5873,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,26.9000
5874,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,24.9000
5875,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,22.7000
5876,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,20.8000
5877,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,19.4000
5878,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,18.5000
5879,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,17.9000
5880,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,17.5000
5881,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,16.9000
5882,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,16.2000
5883,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,15.2000
5884,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,14.2000
5885,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,13.8000
5886,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,14.3000
5887,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,15.3000
5888,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,16.3000
5889,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,16.8000
5890,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,17.0000
5891,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,16.9000
5892,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,17.0000
5893,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,17.3000
5894,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,18.2000
5895,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,19.7000
5896,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,21.1000
5897,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,21.8000
5898,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,21.4000
5899,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,20.3000
