hour,fluid,used_coolprop,T_evap_sat_K,T_cond_sat_K,P_evap_kPa,P_cond_kPa,h1,h2s,h2,h3,T_source_in_C,T_geo_in_C,Q_geo_kW,flow_src_kgps,flow_load_kgps,T_outdoor_C
5616,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,25.2000
5617,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,23.4000
5618,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,21.7000
5619,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,20.2000
5620,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,19.0000
5621,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,18.1000
5622,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,17.5000
5623,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,17.1000
5624,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,17.0000
5625,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,16.7000
5626,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,16.7000
5627,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,17.2000
5628,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,18.0000
5629,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,18.8000
5630,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,19.4000
5631,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,19.7000
5632,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,19.7000
5633,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,19.5000
5634,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,19.1000
5635,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,18.8000
5636,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,18.5000
5637,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,18.3000
5638,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,18.2000
5639,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,18.0000
5640,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,17.7000
5641,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,17.1000
5642,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,16.2000
5643,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,14.9000
5644,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,13.8000
5645,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,13.3000
5646,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,13.3000
5647,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,13.6000
5648,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,14.2000
5649,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,15.4000
5650,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,16.9000
5651,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,18.7000
5652,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,20.5000
5653,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,22.3000
5654,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,23.7000
5655,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,24.6000
5656,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,25.0000
5657,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,24.7000
5658,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,24.1000
5659,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,23.2000
5660,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,22.4000
5661,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,21.7000
5662,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,21.1000
5663,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,20.5000
5664,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,19.8000
5665,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,18.9000
5666,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,17.7000
5667,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,16.3000
5668,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,15.0000
5669,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,14.5000
5670,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,14.9000
5671,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,16.0000
5672,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,17.5000
5673,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,19.1000
5674,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,20.9000
5675,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,22.7000
5676,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,24.5000
5677,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,26.3000
5678,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,28.0000
5679,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,29.6000
5680,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,30.7000
5681,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,31.2000
5682,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,30.7000
5683,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,29.5000
5684,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,28.0000
5685,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,26.6000
5686,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,25.2000
5687,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,24.0000
5688,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,22.7000
5689,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,21.4000
5690,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,20.0000
5691,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,18.5000
5692,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,17.4000
5693,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,16.9000
5694,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,17.4000
5695,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,18.6000
5696,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,20.3000
5697,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,22.1000
5698,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,24.0000
5699,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,25.7000
5700,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,27.3000
5701,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,28.6000
5702,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,29.5000
5703,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,29.9000
5704,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,29.3000
5705,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,27.8000
5706,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,25.8000
5707,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,23.7000
5708,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,22.0000
5709,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,20.9000
5710,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,20.4000
5711,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,20.2000
5712,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,20.2000
5713,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,20.1000
5714,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,19.8000
5715,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,19.1000
5716,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,18.4000
5717,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,18.1000
5718,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,18.1000
5719,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,18.4000
5720,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,18.9000
5721,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,19.9000
5722,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,21.3000
5723,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,22.9000
5724,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,24.5000
5725,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,26.1000
5726,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,27.4000
5727,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,28.3000
5728,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,28.7000
5729,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,28.5000
5730,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,27.8000
5731,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,26.9000
5732,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,26.0000
5733,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,25.2000
5734,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,24.4000
5735,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,23.5000
5736,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,22.6000
5737,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,21.6000
5738,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,20.3000
5739,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,18.8000
5740,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,17.5000
5741,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,17.0000
5742,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,17.4000
5743,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,18.3000
5744,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,19.5000
5745,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,20.7000
5746,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,21.8000
5747,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,23.0000
5748,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,24.1000
5749,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,25.3000
5750,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,26.6000
5751,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,27.5000
5752,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,27.3000
5753,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,26.6000
5754,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,25.8000
5755,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,24.8000
5756,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,23.9000
5757,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,23.1000
5758,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,22.4000
5759,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,21.8000
5760,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,21.1000
5761,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,20.3000
5762,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,19.3000
5763,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,18.1000
5764,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,17.1000
5765,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,16.7000
5766,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,16.9000
5767,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,17.4000
5768,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,18.1000
5769,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,19.1000
5770,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,20.2000
5771,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,21.5000
5772,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,22.8000
5773,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,24.3000
5774,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,25.7000
5775,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,27.0000
5776,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,27.6000
5777,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,27.1000
5778,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,26.1000
5779,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,25.0000
5780,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,24.4000
