step,date,time,T_source_out_C,T_return_C,COP,Q_out_kW,P_el_kW,Q_geo_kW,T_outdoor_C,T_load_supply_C,T_load_return_C,T_hp_load_out_C,model,T_tank_C,HP_on,Q_space_req_kW,Q_dhw_req_kW,Q_space_served_kW,Q_dhw_served_kW,Q_unmet_kW,flow_src_kgps,flow_load_kgps,dP_kPa,P_pump_kW
3271,2026-02-14,08:00,16.7410,9.9521,4.3212,369.7487,85.5660,284.1828,-3.0000,40.4398,36.5993,40.4398,CP,36.5993,1,405.0000,3.3000,405.0000,3.3000,0.0000,10.0000,23.0000,1013.6210,14.5239
3272,2026-02-14,09:00,16.7399,9.8780,4.3570,372.8054,85.5654,287.2400,-2.8000,39.4469,35.5747,39.4469,CP,35.5747,1,401.0000,0.3000,401.0000,0.3000,0.0000,10.0000,23.0000,1013.6210,14.5239
3273,2026-02-14,10:00,16.7368,9.8269,4.3805,374.8100,85.5637,289.2463,-2.4000,38.8033,34.9103,38.8033,CP,34.9103,1,393.0000,0.3000,393.0000,0.3000,0.0000,10.0000,23.0000,1013.6210,14.5239
3274,2026-02-14,11:00,16.7319,9.8045,4.3892,375.5433,85.5611,289.9821,-1.8000,38.6047,34.7040,38.6047,CP,34.7040,1,381.0000,0.3000,381.0000,0.3000,0.0000,10.0000,23.0000,1013.6210,14.5239
3275,2026-02-14,12:00,16.7258,9.8170,4.3802,374.7598,85.5579,289.2019,-1.0000,38.9376,35.0451,38.9376,CP,35.0451,1,365.0000,0.3000,365.0000,0.3000,0.0000,10.0000,23.0000,1013.6210,14.5239
3276,2026-02-14,13:00,16.7190,9.8631,4.3545,372.5450,85.5542,286.9908,-0.2000,39.7515,35.8820,39.7515,CP,35.8820,1,349.0000,0.3000,349.0000,0.3000,0.0000,10.0000,23.0000,1013.6210,14.5239
3277,2026-02-14,14:00,16.7123,9.9516,4.3080,368.5561,85.5507,283.0055,0.9000,41.1949,37.3669,41.1949,CP,37.3669,1,327.0000,0.3000,327.0000,0.3000,0.0000,10.0000,23.0000,1013.6210,14.5239
3278,2026-02-14,15:00,16.7066,10.0820,4.2415,362.8509,85.5476,277.3034,2.0000,43.2069,39.4382,43.2069,CP,39.4382,1,305.0000,0.3000,305.0000,0.3000,0.0000,10.0000,23.0000,1013.6210,14.5239
3279,2026-02-14,16:00,16.7025,10.2560,4.1545,355.3992,85.5454,269.8538,3.2000,45.7970,42.1056,45.7970,CP,42.1056,1,281.0000,0.3000,281.0000,0.3000,0.0000,10.0000,23.0000,1013.6210,14.5239
3280,2026-02-14,17:00,16.7011,10.4450,4.0614,347.4276,85.5447,261.8829,3.7000,48.4557,44.8471,48.4557,CP,44.8471,1,271.0000,0.3000,271.0000,0.3000,0.0000,10.0000,23.0000,1013.6210,14.5239
3281,2026-02-14,18:00,16.7010,10.0651,4.2472,363.3214,85.5446,277.7768,3.5000,43.2016,39.4279,43.2016,CP,39.4279,1,275.0000,0.3000,275.0000,0.3000,0.0000,10.0000,23.0000,1013.6210,14.5239
3282,2026-02-14,19:00,16.7061,10.2464,4.1608,355.9481,85.5473,270.4008,2.9000,45.5947,41.8977,45.5947,CP,41.8977,1,287.0000,0.3000,287.0000,0.3000,0.0000,10.0000,23.0000,1013.6210,14.5239
3283,2026-02-14,20:00,16.7110,10.3751,4.1002,350.7684,85.5500,265.2184,2.2000,47.2132,43.5699,47.2132,CP,43.5699,1,301.0000,3.3000,301.0000,3.3000,0.0000,10.0000,23.0000,1013.6210,14.5239
3284,2026-02-14,21:00,16.7157,10.4630,4.0594,347.2908,85.5525,261.7384,1.6000,48.2924,44.6852,48.2924,CP,44.6852,1,313.0000,3.3000,313.0000,3.3000,0.0000,10.0000,23.0000,1013.6210,14.5239
3285,2026-02-14,22:00,16.7184,16.7184,0.0000,0.0000,0.0000,0.0000,1.3000,39.6427,39.6427,39.6427,CP,39.6427,0,319.0000,0.3000,319.0000,0.3000,0.0000,0.0000,0.0000,0.0000,0.0000
3286,2026-02-14,23:00,16.7275,10.2153,4.1861,358.1601,85.5588,272.6013,1.3000,44.7601,41.0400,44.7601,CP,41.0400,1,319.0000,0.3000,319.0000,0.3000,0.0000,10.0000,23.0000,1013.6210,14.5239
3287,2026-02-15,00:00,16.7332,10.3087,4.1431,354.4932,85.5618,268.9314,1.3000,45.9880,42.3060,45.9880,CP,42.3060,1,319.0000,0.3000,319.0000,0.3000,0.0000,10.0000,23.0000,1013.6210,14.5239
3288,2026-02-15,01:00,16.7373,10.4200,4.0906,350.0041,85.5640,264.4401,2.0000,47.5504,43.9151,47.5504,CP,43.9151,1,305.0000,0.3000,305.0000,0.3000,0.0000,10.0000,23.0000,1013.6210,14.5239
3289,2026-02-15,02:00,16.7393,16.7393,0.0000,0.0000,0.0000,0.0000,3.6000,40.4885,40.4885,40.4885,CP,40.4885,0,273.0000,0.3000,273.0000,0.3000,0.0000,0.0000,0.0000,0.0000,0.0000
3290,2026-02-15,03:00,16.7458,10.2920,4.1572,355.7219,85.5685,270.1534,5.0000,46.0559,42.3612,46.0559,CP,42.3612,1,245.0000,0.3000,245.0000,0.3000,0.0000,10.0000,23.0000,1013.6210,14.5239
3291,2026-02-15,04:00,16.7501,16.7501,0.0000,0.0000,0.0000,0.0000,5.4000,44.2383,44.2383,44.2383,CP,44.2383,0,237.0000,0.3000,237.0000,0.3000,0.0000,0.0000,0.0000,0.0000,0.0000
3292,2026-02-15,05:00,16.7546,10.1342,4.2385,362.7043,85.5733,277.1310,5.1000,43.7937,40.0264,43.7937,CP,40.0264,1,243.0000,0.3000,243.0000,0.3000,0.0000,10.0000,23.0000,1013.6210,14.5239
3293,2026-02-15,06:00,16.7593,10.3764,4.1222,352.7635,85.5758,267.1877,4.2000,46.9824,43.3184,46.9824,CP,43.3184,1,261.0000,0.3000,261.0000,0.3000,0.0000,10.0000,23.0000,1013.6210,14.5239
3294,2026-02-15,07:00,16.7626,16.7626,0.0000,0.0000,0.0000,0.0000,3.1000,43.4774,43.4774,43.4774,CP,43.4774,0,283.0000,3.3000,283.0000,3.3000,0.0000,0.0000,0.0000,0.0000,0.0000
3295,2026-02-15,08:00,16.7669,10.2536,4.1859,358.2258,85.5798,272.6460,2.2000,44.9701,41.2494,44.9701,CP,41.2494,1,301.0000,3.3000,301.0000,3.3000,0.0000,10.0000,23.0000,1013.6210,14.5239
3296,2026-02-15,09:00,16.7711,10.3710,4.1304,353.4907,85.5820,267.9086,1.8000,46.5112,42.8396,46.5112,CP,42.8396,1,309.0000,0.3000,309.0000,0.3000,0.0000,10.0000,23.0000,1013.6210,14.5239
3297,2026-02-15,10:00,16.7743,10.4873,4.0750,348.7561,85.5837,263.1724,2.1000,48.0986,44.4762,48.0986,CP,44.4762,1,303.0000,0.3000,303.0000,0.3000,0.0000,10.0000,23.0000,1013.6210,14.5239
3298,2026-02-15,11:00,16.7754,16.7754,0.0000,0.0000,0.0000,0.0000,3.1000,38.6972,38.6972,38.6972,CP,38.6972,0,283.0000,0.3000,283.0000,0.3000,0.0000,0.0000,0.0000,0.0000,0.0000
3299,2026-02-15,12:00,16.7814,10.3203,4.1601,356.0492,85.5875,270.4617,4.5000,46.0209,42.3228,46.0209,CP,42.3228,1,255.0000,0.3000,255.0000,0.3000,0.0000,10.0000,23.0000,1013.6210,14.5239
3300,2026-02-15,13:00,16.7840,16.7840,0.0000,0.0000,0.0000,0.0000,6.4000,42.8980,42.8980,42.8980,CP,42.8980,0,217.0000,0.3000,217.0000,0.3000,0.0000,0.0000,0.0000,0.0000,0.0000
3301,2026-02-15,14:00,16.7876,10.3387,4.1539,355.5398,85.5908,269.9490,8.4000,46.6592,42.9663,46.6592,CP,42.9663,1,177.0000,0.3000,177.0000,0.3000,0.0000,10.0000,23.0000,1013.6210,14.5239
3302,2026-02-15,15:00,16.7886,16.7886,0.0000,0.0000,0.0000,0.0000,10.5000,42.3316,42.3316,42.3316,CP,42.3316,0,135.0000,0.3000,135.0000,0.3000,0.0000,0.0000,0.0000,0.0000,0.0000
3303,2026-02-15,16:00,16.7931,10.1766,4.2359,362.5629,85.5937,276.9691,12.4000,44.8250,41.0592,44.8250,CP,41.0592,1,97.0000,0.3000,97.0000,0.3000,0.0000,10.0000,23.0000,1013.6210,14.5239
3304,2026-02-15,17:00,16.7955,16.7955,0.0000,0.0000,0.0000,0.0000,13.2000,44.3535,44.3535,44.3535,CP,44.3535,0,81.0000,0.3000,81.0000,0.3000,0.0000,0.0000,0.0000,0.0000,0.0000
3305,2026-02-15,18:00,16.7955,16.7955,0.0000,0.0000,0.0000,0.0000,13.0000,41.4102,41.4102,41.4102,CP,41.4102,0,85.0000,0.3000,85.0000,0.3000,0.0000,0.0000,0.0000,0.0000,0.0000
3306,2026-02-15,19:00,16.8037,10.4074,4.1279,353.3492,85.5994,267.7498,12.4000,47.8942,44.2241,47.8942,CP,44.2241,1,97.0000,0.3000,97.0000,0.3000,0.0000,10.0000,23.0000,1013.6210,14.5239
3307,2026-02-15,20:00,16.8045,16.8045,0.0000,0.0000,0.0000,0.0000,11.5000,42.1493,42.1493,42.1493,CP,42.1493,0,115.0000,3.3000,115.0000,3.3000,0.0000,0.0000,0.0000,0.0000,0.0000
3308,2026-02-15,21:00,16.8109,10.3864,4.1416,354.5333,85.6032,268.9301,10.6000,47.3092,43.6268,47.3092,CP,43.6268,1,133.0000,3.3000,133.0000,3.3000,0.0000,10.0000,23.0000,1013.6210,14.5239
3309,2026-02-15,22:00,16.8124,16.8124,0.0000,0.0000,0.0000,0.0000,9.7000,42.4223,42.4223,42.4223,CP,42.4223,0,151.0000,0.3000,151.0000,0.3000,0.0000,0.0000,0.0000,0.0000,0.0000
3310,2026-02-15,23:00,16.8181,10.3497,4.1629,356.3737,85.6070,270.7667,8.9000,46.5547,42.8532,46.5547,CP,42.8532,1,167.0000,0.3000,167.0000,0.3000,0.0000,10.0000,23.0000,1013.6210,14.5239
3311,2026-02-16,00:00,16.8200,16.8200,0.0000,0.0000,0.0000,0.0000,8.1000,42.5730,42.5730,42.5730,CP,42.5730,0,183.0000,0.3000,183.0000,0.3000,0.0000,0.0000,0.0000,0.0000,0.0000
3312,2026-02-16,01:00,16.8249,10.3027,4.1891,358.6300,85.6106,273.0195,7.3000,45.6548,41.9298,45.6548,CP,41.9298,1,199.0000,0.3000,199.0000,0.3000,0.0000,10.0000,23.0000,1013.6210,14.5239
3313,2026-02-16,02:00,16.8272,16.8272,0.0000,0.0000,0.0000,0.0000,6.5000,42.6088,42.6088,42.6088,CP,42.6088,0,215.0000,0.3000,215.0000,0.3000,0.0000,0.0000,0.0000,0.0000,0.0000
3314,2026-02-16,03:00,16.8308,10.3831,4.1526,355.5177,85.6137,269.9040,5.6000,46.5016,42.8090,46.5016,CP,42.8090,1,233.0000,0.3000,233.0000,0.3000,0.0000,10.0000,23.0000,1013.6210,14.5239
3315,2026-02-16,04:00,16.8326,16.8326,0.0000,0.0000,0.0000,0.0000,4.7000,42.2101,42.2101,42.2101,CP,42.2101,0,251.0000,0.3000,251.0000,0.3000,0.0000,0.0000,0.0000,0.0000,0.0000
3316,2026-02-16,05:00,16.8353,10.2905,4.1999,359.5831,85.6161,273.9670,3.8000,44.9774,41.2425,44.9774,CP,41.2425,1,269.0000,0.3000,269.0000,0.3000,0.0000,10.0000,23.0000,1013.6210,14.5239
3317,2026-02-16,06:00,16.8374,10.4691,4.1136,352.1968,85.6172,266.5796,3.0000,47.3092,43.6511,47.3092,CP,43.6511,1,285.0000,0.3000,285.0000,0.3000,0.0000,10.0000,23.0000,1013.6210,14.5239
3318,2026-02-16,07:00,16.8385,16.8385,0.0000,0.0000,0.0000,0.0000,2.5000,43.4025,43.4025,43.4025,CP,43.4025,0,295.0000,3.3000,295.0000,3.3000,0.0000,0.0000,0.0000,0.0000,0.0000
3319,2026-02-16,08:00,16.8403,10.3091,4.1932,359.0158,85.6187,273.3971,2.3000,44.9924,41.2635,44.9924,CP,41.2635,1,299.0000,3.3000,299.0000,3.3000,0.0000,10.0000,23.0000,1013.6210,14.5239
3320,2026-02-16,09:00,16.8426,10.4550,4.1229,353.0041,85.6199,267.3842,2.5000,47.0074,43.3409,47.0074,CP,43.3409,1,295.0000,0.3000,295.0000,0.3000,0.0000,10.0000,23.0000,1013.6210,14.5239
3321,2026-02-16,10:00,16.8437,16.8437,0.0000,0.0000,0.0000,0.0000,3.2000,43.6895,43.6895,43.6895,CP,43.6895,0,281.0000,0.3000,281.0000,0.3000,0.0000,0.0000,0.0000,0.0000,0.0000
3322,2026-02-16,11:00,16.8451,10.2763,4.2115,360.5937,85.6213,274.9724,4.3000,44.7383,40.9930,44.7383,CP,40.9930,1,259.0000,0.3000,259.0000,0.3000,0.0000,10.0000,23.0000,1013.6210,14.5239
3323,2026-02-16,12:00,16.8475,10.5702,4.0689,348.3889,85.6225,262.7664,5.8000,48.9003,45.2818,48.9003,CP,45.2818,1,229.0000,0.3000,229.0000,0.3000,0.0000,10.0000,23.0000,1013.6210,14.5239
3324,2026-02-16,13:00,16.8491,10.2279,4.2370,362.7869,85.6234,277.1635,7.5000,44.3974,40.6293,44.3974,CP,40.6293,1,195.0000,0.3000,195.0000,0.3000,0.0000,10.0000,23.0000,1013.6210,14.5239
3325,2026-02-16,14:00,16.8499,16.8499,0.0000,0.0000,0.0000,0.0000,9.3000,43.2990,43.2990,43.2990,CP,43.2990,0,159.0000,0.3000,159.0000,0.3000,0.0000,0.0000,0.0000,0.0000,0.0000
3326,2026-02-16,15:00,16.8519,10.2400,4.2324,362.3990,85.6248,276.7741,11.2000,44.9616,41.1975,44.9616,CP,41.1975,1,121.0000,0.3000,121.0000,0.3000,0.0000,10.0000,23.0000,1013.6210,14.5239
3327,2026-02-16,16:00,16.8531,16.8531,0.0000,0.0000,0.0000,0.0000,12.9000,44.2900,44.2900,44.2900,CP,44.2900,0,87.0000,0.3000,87.0000,0.3000,0.0000,0.0000,0.0000,0.0000,0.0000
3328,2026-02-16,17:00,16.8531,16.8531,0.0000,0.0000,0.0000,0.0000,13.6000,41.7608,41.7608,41.7608,CP,41.7608,0,73.0000,0.3000,73.0000,0.3000,0.0000,0.0000,0.0000,0.0000,0.0000
3329,2026-02-16,18:00,16.8572,10.3653,4.1737,357.3800,85.6276,271.7524,13.3000,46.8738,43.1619,46.8738,CP,43.1619,1,79.0000,0.3000,79.0000,0.3000,0.0000,10.0000,23.0000,1013.6210,14.5239
3330,2026-02-16,19:00,16.8580,16.8580,0.0000,0.0000,0.0000,0.0000,12.5000,43.9051,43.9051,43.9051,CP,43.9051,0,95.0000,0.3000,95.0000,0.3000,0.0000,0.0000,0.0000,0.0000,0.0000
3331,2026-02-16,20:00,16.8580,16.8580,0.0000,0.0000,0.0000,0.0000,11.3000,39.6852,39.6852,39.6852,CP,39.6852,0,119.0000,3.3000,119.0000,3.3000,0.0000,0.0000,0.0000,0.0000,0.0000
3332,2026-02-16,21:00,16.8635,16.8635,0.0000,0.0000,0.0000,0.0000,10.1000,44.8660,44.8660,44.8660,CP,44.8660,0,143.0000,3.3000,143.0000,3.3000,0.0000,0.0000,0.0000,0.0000,0.0000
3333,2026-02-16,22:00,16.8635,16.8635,0.0000,0.0000,0.0000,0.0000,8.9000,39.0933,39.0933,39.0933,CP,39.0933,0,167.0000,0.3000,167.0000,0.3000,0.0000,0.0000,0.0000,0.0000,0.0000
3334,2026-02-16,23:00,16.8696,10.5429,4.0926,350.4672,85.6342,264.8330,7.8000,48.5366,44.8964,48.5366,CP,44.8964,1,189.0000,0.3000,189.0000,0.3000,0.0000,10.0000,23.0000,1013.6210,14.5239
3335,2026-02-17,00:00,16.8700,16.8700,0.0000,0.0000,0.0000,0.0000,6.7000,39.6053,39.6053,39.6053,CP,39.6053,0,211.0000,0.3000,211.0000,0.3000,0.0000,0.0000,0.0000,0.0000,0.0000
3336,2026-02-17,01:00,16.8734,10.4931,4.1188,352.7153,85.6362,267.0791,5.6000,47.5684,43.9049,47.5684,CP,43.9049,1,233.0000,0.3000,233.0000,0.3000,0.0000,10.0000,23.0000,1013.6210,14.5239
3337,2026-02-17,02:00,16.8741,16.8741,0.0000,0.0000,0.0000,0.0000,4.6000,39.1889,39.1889,39.1889,CP,39.1889,0,253.0000,0.3000,253.0000,0.3000,0.0000,0.0000,0.0000,0.0000,0.0000
3338,2026-02-17,03:00,16.8765,10.3872,4.1720,357.2773,85.6378,271.6396,3.5000,45.8507,42.1398,45.8507,CP,42.1398,1,275.0000,0.3000,275.0000,0.3000,0.0000,10.0000,23.0000,1013.6210,14.5239
3339,2026-02-17,04:00,16.8774,10.5348,4.1002,351.1382,85.6383,265.4999,2.4000,47.7258,44.0787,47.7258,CP,44.0787,1,297.0000,0.3000,297.0000,0.3000,0.0000,10.0000,23.0000,1013.6210,14.5239
3340,2026-02-17,05:00,16.8779,10.6215,4.0581,347.5304,85.6385,261.8918,1.4000,48.7773,45.1676,48.7773,CP,45.1676,1,317.0000,0.3000,317.0000,0.3000,0.0000,10.0000,23.0000,1013.6210,14.5239
3341,2026-02-17,06:00,16.8789,10.2572,4.2366,362.8223,85.6391,277.1832,0.6000,43.7038,39.9353,43.7038,CP,39.9353,1,333.0000,0.3000,333.0000,0.3000,0.0000,10.0000,23.0000,1013.6210,14.5239
3342,2026-02-17,07:00,16.8808,10.2973,4.2179,361.2222,85.6401,275.5821,0.0000,44.1519,40.4001,44.1519,CP,40.4001,1,345.0000,3.3000,345.0000,3.3000,0.0000,10.0000,23.0000,1013.6210,14.5239
3343,2026-02-17,08:00,16.8804,10.3190,4.2072,360.3018,85.6399,274.6619,-0.2000,44.4304,40.6881,44.4304,CP,40.6881,1,349.0000,3.3000,349.0000,3.3000,0.0000,10.0000,23.0000,1013.6210,14.5239
3344,2026-02-17,09:00,16.8787,10.3495,4.1914,358.9508,85.6390,273.3118,0.0000,44.9080,41.1797,44.9080,CP,41.1797,1,345.0000,0.3000,345.0000,0.3000,0.0000,10.0000,23.0000,1013.6210,14.5239
3345,2026-02-17,10:00,16.8766,10.4064,4.1627,356.4821,85.6379,270.8442,0.7000,45.7892,42.0866,45.7892,CP,42.0866,1,331.0000,0.3000,331.0000,0.3000,0.0000,10.0000,23.0000,1013.6210,14.5239
3346,2026-02-17,11:00,16.8749,10.5139,4.1093,351.9113,85.6370,266.2744,2.0000,47.4206,43.7655,47.4206,CP,43.7655,1,305.0000,0.3000,305.0000,0.3000,0.0000,10.0000,23.0000,1013.6210,14.5239
3347,2026-02-17,12:00,16.8744,16.8744,0.0000,0.0000,0.0000,0.0000,3.8000,40.5071,40.5071,40.5071,CP,40.5071,0,269.0000,0.3000,269.0000,0.3000,0.0000,0.0000,0.0000,0.0000,0.0000
3348,2026-02-17,13:00,16.8742,10.4356,4.1473,355.1570,85.6366,269.5204,6.1000,46.8340,43.1452,46.8340,CP,43.1452,1,223.0000,0.3000,223.0000,0.3000,0.0000,10.0000,23.0000,1013.6210,14.5239
3349,2026-02-17,14:00,16.8747,16.8747,0.0000,0.0000,0.0000,0.0000,8.8000,41.3449,41.3449,41.3449,CP,41.3449,0,169.0000,0.3000,169.0000,0.3000,0.0000,0.0000,0.0000,0.0000,0.0000
3350,2026-02-17,15:00,16.8760,10.4429,4.1445,354.9249,85.6375,269.2874,12.0000,47.5947,43.9083,47.5947,CP,43.9083,1,105.0000,0.3000,105.0000,0.3000,0.0000,10.0000,23.0000,1013.6210,14.5239
3351,2026-02-17,16:00,16.8761,16.8761,0.0000,0.0000,0.0000,0.0000,15.2000,44.4999,44.4999,44.4999,CP,44.4999,0,41.0000,0.3000,41.0000,0.3000,0.0000,0.0000,0.0000,0.0000,0.0000
3352,2026-02-17,17:00,16.8761,16.8761,0.0000,0.0000,0.0000,0.0000,16.8000,44.1789,44.1789,44.1789,CP,44.1789,0,9.0000,0.3000,9.0000,0.3000,0.0000,0.0000,0.0000,0.0000,0.0000
3353,2026-02-17,18:00,16.8761,16.8761,0.0000,0.0000,0.0000,0.0000,16.3000,43.5128,43.5128,43.5128,CP,43.5128,0,19.0000,0.3000,19.0000,0.3000,0.0000,0.0000,0.0000,0.0000,0.0000
3354,2026-02-17,19:00,16.8761,16.8761,0.0000,0.0000,0.0000,0.0000,15.1000,42.0186,42.0186,42.0186,CP,42.0186,0,43.0000,0.3000,43.0000,0.3000,0.0000,0.0000,0.0000,0.0000,0.0000
3355,2026-02-17,20:00,16.8781,10.2568,4.2365,362.8093,85.6387,277.1706,13.5000,45.1715,41.4032,45.1715,CP,41.4032,1,75.0000,3.3000,75.0000,3.3000,0.0000,10.0000,23.0000,1013.6210,14.5239
3356,2026-02-17,21:00,16.8800,16.8800,0.0000,0.0000,0.0000,0.0000,11.8000,43.6349,43.6349,43.6349,CP,43.6349,0,109.0000,3.3000,109.0000,3.3000,0.0000,0.0000,0.0000,0.0000,0.0000
3357,2026-02-17,22:00,16.8832,10.2472,4.2436,363.4282,85.6414,277.7868,10.2000,44.6241,40.8493,44.6241,CP,40.8493,1,141.0000,0.3000,141.0000,0.3000,0.0000,10.0000,23.0000,1013.6210,14.5239
3358,2026-02-17,23:00,16.8855,16.8855,0.0000,0.0000,0.0000,0.0000,8.9000,43.2415,43.2415,43.2415,CP,43.2415,0,167.0000,0.3000,167.0000,0.3000,0.0000,0.0000,0.0000,0.0000,0.0000
3359,2026-02-18,00:00,16.8887,10.4082,4.1674,356.9173,85.6442,271.2731,7.6000,46.4846,42.7774,46.4846,CP,42.7774,1,193.0000,0.3000,193.0000,0.3000,0.0000,10.0000,23.0000,1013.6210,14.5239
3360,2026-02-18,01:00,16.8897,16.8897,0.0000,0.0000,0.0000,0.0000,6.5000,41.4185,41.4185,41.4185,CP,41.4185,0,215.0000,0.3000,215.0000,0.3000,0.0000,0.0000,0.0000,0.0000,0.0000
3361,2026-02-18,02:00,16.8918,10.3436,4.2005,359.7512,85.6458,274.1053,5.4000,45.3146,41.5781,45.3146,CP,41.5781,1,237.0000,0.3000,237.0000,0.3000,0.0000,10.0000,23.0000,1013.6210,14.5239
3362,2026-02-18,03:00,16.8928,10.5850,4.0830,349.6942,85.6464,264.0478,4.3000,48.4659,44.8338,48.4659,CP,44.8338,1,259.0000,0.3000,259.0000,0.3000,0.0000,10.0000,23.0000,1013.6210,14.5239
3363,2026-02-18,04:00,16.8932,10.1979,4.2724,365.9127,85.6466,280.2661,3.2000,43.0346,39.2340,43.0346,CP,39.2340,1,281.0000,0.3000,281.0000,0.3000,0.0000,10.0000,23.0000,1013.6210,14.5239
3364,2026-02-18,05:00,16.8938,10.3534,4.1966,359.4294,85.6469,273.7825,2.2000,45.0596,41.3263,45.0596,CP,41.3263,1,301.0000,0.3000,301.0000,0.3000,0.0000,10.0000,23.0000,1013.6210,14.5239
3365,2026-02-18,06:00,16.8938,10.4524,4.1482,355.2817,85.6469,269.6348,1.3000,46.3121,42.6220,46.3121,CP,42.6220,1,319.0000,0.3000,319.0000,0.3000,0.0000,10.0000,23.0000,1013.6210,14.5239
3366,2026-02-18,07:00,16.8930,10.5059,4.1217,353.0083,85.6465,267.3618,0.7000,46.9623,43.2957,46.9623,CP,43.2957,1,331.0000,3.3000,331.0000,3.3000,0.0000,10.0000,23.0000,1013.6210,14.5239
3367,2026-02-18,08:00,16.8927,10.5413,4.1043,351.5145,85.6463,265.8682,0.5000,47.4226,43.7716,47.4226,CP,43.7716,1,335.0000,3.3000,335.0000,3.3000,0.0000,10.0000,23.0000,1013.6210,14.5239
3368,2026-02-18,09:00,16.8933,10.5941,4.0788,349.3322,85.6467,263.6855,0.9000,48.1934,44.5650,48.1934,CP,44.5650,1,327.0000,0.3000,327.0000,0.3000,0.0000,10.0000,23.0000,1013.6210,14.5239
3369,2026-02-18,10:00,16.8944,10.2750,4.2352,362.7365,85.6472,277.0893,2.1000,43.9625,40.1949,43.9625,CP,40.1949,1,303.0000,0.3000,303.0000,0.3000,0.0000,10.0000,23.0000,1013.6210,14.5239
3370,2026-02-18,11:00,16.8965,10.4868,4.1327,353.9582,85.6483,268.3098,4.0000,47.0633,43.3869,47.0633,CP,43.3869,1,265.0000,0.3000,265.0000,0.3000,0.0000,10.0000,23.0000,1013.6210,14.5239
3371,2026-02-18,12:00,16.8973,16.8973,0.0000,0.0000,0.0000,0.0000,6.4000,41.9305,41.9305,41.9305,CP,41.9305,0,217.0000,0.3000,217.0000,0.3000,0.0000,0.0000,0.0000,0.0000,0.0000
3372,2026-02-18,13:00,16.8982,10.3859,4.1828,358.2534,85.6492,272.6041,9.1000,46.2548,42.5338,46.2548,CP,42.5338,1,163.0000,0.3000,163.0000,0.3000,0.0000,10.0000,23.0000,1013.6210,14.5239
3373,2026-02-18,14:00,16.8985,16.8985,0.0000,0.0000,0.0000,0.0000,11.9000,42.8901,42.8901,42.8901,CP,42.8901,0,107.0000,0.3000,107.0000,0.3000,0.0000,0.0000,0.0000,0.0000,0.0000
3374,2026-02-18,15:00,16.8985,16.8985,0.0000,0.0000,0.0000,0.0000,14.8000,41.1889,41.1889,41.1889,CP,41.1889,0,49.0000,0.3000,49.0000,0.3000,0.0000,0.0000,0.0000,0.0000,0.0000
3375,2026-02-18,16:00,16.8985,16.8985,0.0000,0.0000,0.0000,0.0000,17.3000,41.1784,41.1784,41.1784,CP,41.1784,0,0.0000,0.3000,0.0000,0.3000,0.0000,0.0000,0.0000,0.0000,0.0000
3376,2026-02-18,17:00,16.8985,16.8985,0.0000,0.0000,0.0000,0.0000,18.4000,41.1679,41.1679,41.1679,CP,41.1679,0,0.0000,0.3000,0.0000,0.3000,0.0000,0.0000,0.0000,0.0000,0.0000
3377,2026-02-18,18:00,16.8985,16.8985,0.0000,0.0000,0.0000,0.0000,17.9000,41.1574,41.1574,41.1574,CP,41.1574,0,0.0000,0.3000,0.0000,0.3000,0.0000,0.0000,0.0000,0.0000,0.0000
3378,2026-02-18,19:00,16.8985,16.8985,0.0000,0.0000,0.0000,0.0000,16.8000,40.8364,40.8364,40.8364,CP,40.8364,0,9.0000,0.3000,9.0000,0.3000,0.0000,0.0000,0.0000,0.0000,0.0000
3379,2026-02-18,20:00,16.9033,10.4063,4.1752,357.6176,85.6519,271.9657,15.2000,47.1657,43.4513,47.1657,CP,43.4513,1,41.0000,3.3000,41.0000,3.3000,0.0000,10.0000,23.0000,1013.6210,14.5239
3380,2026-02-18,21:00,16.9039,16.9039,0.0000,0.0000,0.0000,0.0000,13.5000,42.7757,42.7757,42.7757,CP,42.7757,0,75.0000,3.3000,75.0000,3.3000,0.0000,0.0000,0.0000,0.0000,0.0000
3381,2026-02-18,22:00,16.9067,10.2730,4.2420,363.3405,85.6537,277.6868,11.9000,44.9366,41.1628,44.9366,CP,41.1628,1,107.0000,0.3000,107.0000,0.3000,0.0000,10.0000,23.0000,1013.6210,14.5239
3382,2026-02-18,23:00,16.9065,16.9065,0.0000,0.0000,0.0000,0.0000,10.6000,44.6930,44.6930,44.6930,CP,44.6930,0,133.0000,0.3000,133.0000,0.3000,0.0000,0.0000,0.0000,0.0000,0.0000
3383,2026-02-19,00:00,16.9065,16.9065,0.0000,0.0000,0.0000,0.0000,9.4000,39.2653,39.2653,39.2653,CP,39.2653,0,157.0000,0.3000,157.0000,0.3000,0.0000,0.0000,0.0000,0.0000,0.0000
3384,2026-02-19,01:00,16.9102,10.6056,4.0811,349.5679,85.6555,263.9124,8.3000,49.0279,45.3971,49.0279,CP,45.3971,1,179.0000,0.3000,179.0000,0.3000,0.0000,10.0000,23.0000,1013.6210,14.5239
3385,2026-02-19,02:00,16.9116,10.2790,4.2413,363.2963,85.6563,277.6401,7.4000,44.4519,40.6785,44.4519,CP,40.6785,1,197.0000,0.3000,197.0000,0.3000,0.0000,10.0000,23.0000,1013.6210,14.5239
