step,date,time,T_source_out_C,T_return_C,COP,Q_out_kW,P_el_kW,Q_geo_kW,T_outdoor_C,T_load_supply_C,T_load_return_C,T_hp_load_out_C,model,T_tank_C,HP_on,Q_space_req_kW,Q_dhw_req_kW,Q_space_served_kW,Q_dhw_served_kW,Q_unmet_kW,flow_src_kgps,flow_load_kgps,dP_kPa,P_pump_kW
116,2025-10-05,21:00,42.5567,42.5567,0.0000,0.0000,0.0000,0.0000,10.1000,42.0256,42.0256,42.0256,CP,42.0256,0,143.0000,3.3000,143.0000,3.3000,0.0000,0.0000,0.0000,0.0000,0.0000
117,2025-10-05,22:00,42.4358,42.4358,0.0000,0.0000,0.0000,0.0000,9.1000,44.8188,44.8188,44.8188,CP,44.8188,0,163.0000,0.3000,163.0000,0.3000,0.0000,0.0000,0.0000,0.0000,0.0000
118,2025-10-05,23:00,42.3540,26.4672,10.0179,738.7643,73.7444,665.0200,8.3000,50.5537,42.8805,50.5537,CP,42.8805,1,179.0000,0.3000,179.0000,0.3000,0.0000,10.0000,23.0000,1013.6210,14.5239
119,2025-10-06,00:00,42.3392,42.3392,0.0000,0.0000,0.0000,0.0000,7.7000,40.4110,40.4110,40.4110,CP,40.4110,0,191.0000,0.3000,191.0000,0.3000,0.0000,0.0000,0.0000,0.0000,0.0000
120,2025-10-06,01:00,42.2340,42.2340,0.0000,0.0000,0.0000,0.0000,7.1000,41.7870,41.7870,41.7870,CP,41.7870,0,203.0000,0.3000,203.0000,0.3000,0.0000,0.0000,0.0000,0.0000,0.0000
121,2025-10-06,02:00,42.1468,42.1468,0.0000,0.0000,0.0000,0.0000,6.7000,42.8620,42.8620,42.8620,CP,42.8620,0,211.0000,0.3000,211.0000,0.3000,0.0000,0.0000,0.0000,0.0000,0.0000
122,2025-10-06,03:00,42.0442,27.0867,9.4270,700.4208,74.2994,626.1214,6.2000,54.8992,47.6242,54.8992,CP,47.6242,1,221.0000,0.3000,221.0000,0.3000,0.0000,10.0000,23.0000,1013.6210,14.5239
123,2025-10-06,04:00,42.0442,42.0442,0.0000,0.0000,0.0000,0.0000,5.7000,39.6433,39.6433,39.6433,CP,39.6433,0,231.0000,0.3000,231.0000,0.3000,0.0000,0.0000,0.0000,0.0000,0.0000
124,2025-10-06,05:00,41.9420,41.9420,0.0000,0.0000,0.0000,0.0000,5.1000,39.5566,39.5566,39.5566,CP,39.5566,0,243.0000,0.3000,243.0000,0.3000,0.0000,0.0000,0.0000,0.0000,0.0000
125,2025-10-06,06:00,41.8558,41.8558,0.0000,0.0000,0.0000,0.0000,4.7000,43.1900,43.1900,43.1900,CP,43.1900,0,251.0000,0.3000,251.0000,0.3000,0.0000,0.0000,0.0000,0.0000,0.0000
126,2025-10-06,07:00,41.7484,26.8016,9.3627,700.4903,74.8171,625.6732,4.3000,53.7837,46.5080,53.7837,CP,46.5080,1,259.0000,3.3000,259.0000,3.3000,0.0000,10.0000,23.0000,1013.6210,14.5239
127,2025-10-06,08:00,41.6761,26.0205,9.7447,730.2842,74.9419,655.3423,4.2000,49.1732,41.5880,49.1732,CP,41.5880,1,261.0000,3.3000,261.0000,3.3000,0.0000,10.0000,23.0000,1013.6210,14.5239
128,2025-10-06,09:00,41.6563,41.6563,0.0000,0.0000,0.0000,0.0000,4.9000,41.1682,41.1682,41.1682,CP,41.1682,0,247.0000,0.3000,247.0000,0.3000,0.0000,0.0000,0.0000,0.0000,0.0000
129,2025-10-06,10:00,41.5747,41.5747,0.0000,0.0000,0.0000,0.0000,6.2000,41.7401,41.7401,41.7401,CP,41.7401,0,221.0000,0.3000,221.0000,0.3000,0.0000,0.0000,0.0000,0.0000,0.0000
130,2025-10-06,11:00,41.4958,41.4958,0.0000,0.0000,0.0000,0.0000,7.8000,43.4159,43.4159,43.4159,CP,43.4159,0,189.0000,0.3000,189.0000,0.3000,0.0000,0.0000,0.0000,0.0000,0.0000
131,2025-10-06,12:00,41.4042,26.4984,9.2748,699.3608,75.4048,623.9560,9.6000,53.5486,46.2846,53.5486,CP,46.2846,1,153.0000,0.3000,153.0000,0.3000,0.0000,10.0000,23.0000,1013.6210,14.5239
132,2025-10-06,13:00,41.4042,41.4042,0.0000,0.0000,0.0000,0.0000,11.2000,42.0991,42.0991,42.0991,CP,42.0991,0,121.0000,0.3000,121.0000,0.3000,0.0000,0.0000,0.0000,0.0000,0.0000
133,2025-10-06,14:00,41.2643,26.4907,9.1760,694.0627,75.6390,618.4237,12.7000,54.2662,47.0573,54.2662,CP,47.0573,1,91.0000,0.3000,91.0000,0.3000,0.0000,10.0000,23.0000,1013.6210,14.5239
134,2025-10-06,15:00,41.2643,41.2643,0.0000,0.0000,0.0000,0.0000,13.8000,44.6660,44.6660,44.6660,CP,44.6660,0,69.0000,0.3000,69.0000,0.3000,0.0000,0.0000,0.0000,0.0000,0.0000
135,2025-10-06,16:00,41.2643,41.2643,0.0000,0.0000,0.0000,0.0000,14.3000,42.6197,42.6197,42.6197,CP,42.6197,0,59.0000,0.3000,59.0000,0.3000,0.0000,0.0000,0.0000,0.0000,0.0000
136,2025-10-06,17:00,41.2643,41.2643,0.0000,0.0000,0.0000,0.0000,14.0000,40.3665,40.3665,40.3665,CP,40.3665,0,65.0000,0.3000,65.0000,0.3000,0.0000,0.0000,0.0000,0.0000,0.0000
137,2025-10-06,18:00,41.0063,41.0063,0.0000,0.0000,0.0000,0.0000,13.1000,45.5525,45.5525,45.5525,CP,45.5525,0,83.0000,0.3000,83.0000,0.3000,0.0000,0.0000,0.0000,0.0000,0.0000
138,2025-10-06,19:00,41.0063,41.0063,0.0000,0.0000,0.0000,0.0000,11.8000,41.7810,41.7810,41.7810,CP,41.7810,0,109.0000,0.3000,109.0000,0.3000,0.0000,0.0000,0.0000,0.0000,0.0000
139,2025-10-06,20:00,40.8511,40.8511,0.0000,0.0000,0.0000,0.0000,10.4000,45.0146,45.0146,45.0146,CP,45.0146,0,137.0000,3.3000,137.0000,3.3000,0.0000,0.0000,0.0000,0.0000,0.0000
140,2025-10-06,21:00,40.8511,40.8511,0.0000,0.0000,0.0000,0.0000,9.1000,39.2765,39.2765,39.2765,CP,39.2765,0,163.0000,3.3000,163.0000,3.3000,0.0000,0.0000,0.0000,0.0000,0.0000
141,2025-10-06,22:00,40.7863,40.7863,0.0000,0.0000,0.0000,0.0000,7.9000,40.8899,40.8899,40.8899,CP,40.8899,0,187.0000,0.3000,187.0000,0.3000,0.0000,0.0000,0.0000,0.0000,0.0000
142,2025-10-06,23:00,40.7132,40.7132,0.0000,0.0000,0.0000,0.0000,7.0000,41.8425,41.8425,41.8425,CP,41.8425,0,205.0000,0.3000,205.0000,0.3000,0.0000,0.0000,0.0000,0.0000,0.0000
143,2025-10-07,00:00,40.6298,40.6298,0.0000,0.0000,0.0000,0.0000,6.2000,46.1411,46.1411,46.1411,CP,46.1411,0,221.0000,0.3000,221.0000,0.3000,0.0000,0.0000,0.0000,0.0000,0.0000
144,2025-10-07,01:00,40.5508,25.5160,9.1954,706.1493,76.7941,629.3552,5.5000,49.4174,42.0829,49.4174,CP,42.0829,1,235.0000,0.3000,235.0000,0.3000,0.0000,10.0000,23.0000,1013.6210,14.5239
145,2025-10-07,02:00,40.5321,40.5321,0.0000,0.0000,0.0000,0.0000,4.8000,41.3283,41.3283,41.3283,CP,41.3283,0,249.0000,0.3000,249.0000,0.3000,0.0000,0.0000,0.0000,0.0000,0.0000
146,2025-10-07,03:00,40.4501,40.4501,0.0000,0.0000,0.0000,0.0000,4.2000,44.1631,44.1631,44.1631,CP,44.1631,0,261.0000,0.3000,261.0000,0.3000,0.0000,0.0000,0.0000,0.0000,0.0000
147,2025-10-07,04:00,40.3731,26.1203,8.7411,673.6909,77.0714,596.6195,3.6000,53.6021,46.6047,53.6021,CP,46.6047,1,273.0000,0.3000,273.0000,0.3000,0.0000,10.0000,23.0000,1013.6210,14.5239
148,2025-10-07,05:00,40.3136,25.2576,9.1676,707.4043,77.1634,630.2410,3.0000,48.1762,40.8287,48.1762,CP,40.8287,1,285.0000,0.3000,285.0000,0.3000,0.0000,10.0000,23.0000,1013.6210,14.5239
149,2025-10-07,06:00,40.2981,40.2981,0.0000,0.0000,0.0000,0.0000,2.5000,38.5323,38.5323,38.5323,CP,38.5323,0,295.0000,0.3000,295.0000,0.3000,0.0000,0.0000,0.0000,0.0000,0.0000
150,2025-10-07,07:00,40.2327,40.2327,0.0000,0.0000,0.0000,0.0000,2.1000,39.9020,39.9020,39.9020,CP,39.9020,0,303.0000,3.3000,303.0000,3.3000,0.0000,0.0000,0.0000,0.0000,0.0000
151,2025-10-07,08:00,40.1754,40.1754,0.0000,0.0000,0.0000,0.0000,2.0000,41.0523,41.0523,41.0523,CP,41.0523,0,305.0000,3.3000,305.0000,3.3000,0.0000,0.0000,0.0000,0.0000,0.0000
152,2025-10-07,09:00,40.1058,40.1058,0.0000,0.0000,0.0000,0.0000,2.4000,42.6097,42.6097,42.6097,CP,42.6097,0,297.0000,0.3000,297.0000,0.3000,0.0000,0.0000,0.0000,0.0000,0.0000
153,2025-10-07,10:00,40.0371,40.0371,0.0000,0.0000,0.0000,0.0000,3.2000,44.6859,44.6859,44.6859,CP,44.6859,0,281.0000,0.3000,281.0000,0.3000,0.0000,0.0000,0.0000,0.0000,0.0000
154,2025-10-07,11:00,39.9690,25.4739,8.8104,684.4512,77.6869,606.7644,4.3000,50.8053,43.6962,50.8053,CP,43.6962,1,259.0000,0.3000,259.0000,0.3000,0.0000,10.0000,23.0000,1013.6210,14.5239
155,2025-10-07,12:00,39.9605,39.9605,0.0000,0.0000,0.0000,0.0000,6.0000,39.7750,39.7750,39.7750,CP,39.7750,0,225.0000,0.3000,225.0000,0.3000,0.0000,0.0000,0.0000,0.0000,0.0000
156,2025-10-07,13:00,39.8936,39.8936,0.0000,0.0000,0.0000,0.0000,8.1000,41.3081,41.3081,41.3081,CP,41.3081,0,183.0000,0.3000,183.0000,0.3000,0.0000,0.0000,0.0000,0.0000,0.0000
157,2025-10-07,14:00,39.8176,39.8176,0.0000,0.0000,0.0000,0.0000,10.9000,44.7424,44.7424,44.7424,CP,44.7424,0,127.0000,0.3000,127.0000,0.3000,0.0000,0.0000,0.0000,0.0000,0.0000
158,2025-10-07,15:00,39.8176,39.8176,0.0000,0.0000,0.0000,0.0000,14.5000,42.8342,42.8342,42.8342,CP,42.8342,0,55.0000,0.3000,55.0000,0.3000,0.0000,0.0000,0.0000,0.0000,0.0000
159,2025-10-07,16:00,39.8176,39.8176,0.0000,0.0000,0.0000,0.0000,17.3000,42.8237,42.8237,42.8237,CP,42.8237,0,0.0000,0.3000,0.0000,0.3000,0.0000,0.0000,0.0000,0.0000,0.0000
160,2025-10-07,17:00,39.8176,39.8176,0.0000,0.0000,0.0000,0.0000,17.0000,42.6406,42.6406,42.6406,CP,42.6406,0,5.0000,0.3000,5.0000,0.3000,0.0000,0.0000,0.0000,0.0000,0.0000
161,2025-10-07,18:00,39.8176,39.8176,0.0000,0.0000,0.0000,0.0000,16.0000,41.7675,41.7675,41.7675,CP,41.7675,0,25.0000,0.3000,25.0000,0.3000,0.0000,0.0000,0.0000,0.0000,0.0000
162,2025-10-07,19:00,39.8176,39.8176,0.0000,0.0000,0.0000,0.0000,14.8000,40.0663,40.0663,40.0663,CP,40.0663,0,49.0000,0.3000,49.0000,0.3000,0.0000,0.0000,0.0000,0.0000,0.0000
163,2025-10-07,20:00,39.4407,39.4407,0.0000,0.0000,0.0000,0.0000,13.3000,44.9829,44.9829,44.9829,CP,44.9829,0,79.0000,3.3000,79.0000,3.3000,0.0000,0.0000,0.0000,0.0000,0.0000
164,2025-10-07,21:00,39.4407,39.4407,0.0000,0.0000,0.0000,0.0000,12.0000,41.2460,41.2460,41.2460,CP,41.2460,0,105.0000,3.3000,105.0000,3.3000,0.0000,0.0000,0.0000,0.0000,0.0000
165,2025-10-07,22:00,39.3543,39.3543,0.0000,0.0000,0.0000,0.0000,10.9000,44.5900,44.5900,44.5900,CP,44.5900,0,127.0000,0.3000,127.0000,0.3000,0.0000,0.0000,0.0000,0.0000,0.0000
166,2025-10-07,23:00,39.3543,39.3543,0.0000,0.0000,0.0000,0.0000,10.0000,39.5765,39.5765,39.5765,CP,39.5765,0,145.0000,0.3000,145.0000,0.3000,0.0000,0.0000,0.0000,0.0000,0.0000
167,2025-10-08,00:00,39.2736,39.2736,0.0000,0.0000,0.0000,0.0000,9.2000,41.7512,41.7512,41.7512,CP,41.7512,0,161.0000,0.3000,161.0000,0.3000,0.0000,0.0000,0.0000,0.0000,0.0000
168,2025-10-08,01:00,39.2004,39.2004,0.0000,0.0000,0.0000,0.0000,8.5000,43.4201,43.4201,43.4201,CP,43.4201,0,175.0000,0.3000,175.0000,0.3000,0.0000,0.0000,0.0000,0.0000,0.0000
169,2025-10-08,02:00,39.1464,25.1289,8.4392,665.6461,78.8758,586.7703,7.9000,51.6205,44.7067,51.6205,CP,44.7067,1,187.0000,0.3000,187.0000,0.3000,0.0000,10.0000,23.0000,1013.6210,14.5239
170,2025-10-08,03:00,39.1357,39.1357,0.0000,0.0000,0.0000,0.0000,7.1000,41.4278,41.4278,41.4278,CP,41.4278,0,203.0000,0.3000,203.0000,0.3000,0.0000,0.0000,0.0000,0.0000,0.0000
171,2025-10-08,04:00,39.0429,39.0429,0.0000,0.0000,0.0000,0.0000,6.2000,45.2899,45.2899,45.2899,CP,45.2899,0,221.0000,0.3000,221.0000,0.3000,0.0000,0.0000,0.0000,0.0000,0.0000
172,2025-10-08,05:00,38.9852,25.0868,8.3552,660.8868,79.0988,581.7879,5.3000,51.5807,44.7164,51.5807,CP,44.7164,1,239.0000,0.3000,239.0000,0.3000,0.0000,10.0000,23.0000,1013.6210,14.5239
173,2025-10-08,06:00,38.9777,38.9777,0.0000,0.0000,0.0000,0.0000,4.6000,39.6963,39.6963,39.6963,CP,39.6963,0,253.0000,0.3000,253.0000,0.3000,0.0000,0.0000,0.0000,0.0000,0.0000
174,2025-10-08,07:00,38.9142,38.9142,0.0000,0.0000,0.0000,0.0000,4.0000,41.8478,41.8478,41.8478,CP,41.8478,0,265.0000,3.3000,265.0000,3.3000,0.0000,0.0000,0.0000,0.0000,0.0000
175,2025-10-08,08:00,38.8522,38.8522,0.0000,0.0000,0.0000,0.0000,3.8000,43.9382,43.9382,43.9382,CP,43.9382,0,269.0000,3.3000,269.0000,3.3000,0.0000,0.0000,0.0000,0.0000,0.0000
176,2025-10-08,09:00,38.7987,25.2601,8.1418,646.0766,79.3529,566.7237,4.6000,53.2879,46.5774,53.2879,CP,46.5774,1,253.0000,0.3000,253.0000,0.3000,0.0000,10.0000,23.0000,1013.6210,14.5239
177,2025-10-08,10:00,38.7987,38.7987,0.0000,0.0000,0.0000,0.0000,5.9000,38.7345,38.7345,38.7345,CP,38.7345,0,227.0000,0.3000,227.0000,0.3000,0.0000,0.0000,0.0000,0.0000,0.0000
178,2025-10-08,11:00,38.7268,38.7268,0.0000,0.0000,0.0000,0.0000,7.4000,43.3322,43.3322,43.3322,CP,43.3322,0,197.0000,0.3000,197.0000,0.3000,0.0000,0.0000,0.0000,0.0000,0.0000
179,2025-10-08,12:00,38.6524,24.9309,8.2205,653.9320,79.5492,574.3828,9.1000,52.1054,45.3133,52.1054,CP,45.3133,1,163.0000,0.3000,163.0000,0.3000,0.0000,10.0000,23.0000,1013.6210,14.5239
180,2025-10-08,13:00,38.6524,38.6524,0.0000,0.0000,0.0000,0.0000,11.1000,41.0588,41.0588,41.0588,CP,41.0588,0,123.0000,0.3000,123.0000,0.3000,0.0000,0.0000,0.0000,0.0000,0.0000
181,2025-10-08,14:00,38.5636,38.5636,0.0000,0.0000,0.0000,0.0000,13.3000,45.8974,45.8974,45.8974,CP,45.8974,0,79.0000,0.3000,79.0000,0.3000,0.0000,0.0000,0.0000,0.0000,0.0000
182,2025-10-08,15:00,38.5636,38.5636,0.0000,0.0000,0.0000,0.0000,15.9000,44.9553,44.9553,44.9553,CP,44.9553,0,27.0000,0.3000,27.0000,0.3000,0.0000,0.0000,0.0000,0.0000,0.0000
183,2025-10-08,16:00,38.5636,38.5636,0.0000,0.0000,0.0000,0.0000,18.5000,44.9447,44.9447,44.9447,CP,44.9447,0,0.0000,0.3000,0.0000,0.3000,0.0000,0.0000,0.0000,0.0000,0.0000
184,2025-10-08,17:00,38.5636,38.5636,0.0000,0.0000,0.0000,0.0000,19.8000,44.9342,44.9342,44.9342,CP,44.9342,0,0.0000,0.3000,0.0000,0.3000,0.0000,0.0000,0.0000,0.0000,0.0000
185,2025-10-08,18:00,38.5636,38.5636,0.0000,0.0000,0.0000,0.0000,18.9000,44.9237,44.9237,44.9237,CP,44.9237,0,0.0000,0.3000,0.0000,0.3000,0.0000,0.0000,0.0000,0.0000,0.0000
186,2025-10-08,19:00,38.5636,38.5636,0.0000,0.0000,0.0000,0.0000,16.9000,44.6716,44.6716,44.6716,CP,44.6716,0,7.0000,0.3000,7.0000,0.3000,0.0000,0.0000,0.0000,0.0000,0.0000
187,2025-10-08,20:00,38.5636,38.5636,0.0000,0.0000,0.0000,0.0000,14.4000,42.5909,42.5909,42.5909,CP,42.5909,0,57.0000,3.3000,57.0000,3.3000,0.0000,0.0000,0.0000,0.0000,0.0000
188,2025-10-08,21:00,38.1518,24.2848,8.2377,660.6724,80.2013,580.4711,12.4000,49.7914,42.9293,49.7914,CP,42.9293,1,97.0000,3.3000,97.0000,3.3000,0.0000,10.0000,23.0000,1013.6210,14.5239
189,2025-10-08,22:00,38.1648,38.1648,0.0000,0.0000,0.0000,0.0000,11.3000,42.5108,42.5108,42.5108,CP,42.5108,0,119.0000,0.3000,119.0000,0.3000,0.0000,0.0000,0.0000,0.0000,0.0000
190,2025-10-08,23:00,38.1186,24.6779,8.0115,642.8722,80.2434,562.6288,11.2000,52.4957,45.8184,52.4957,CP,45.8184,1,121.0000,0.3000,121.0000,0.3000,0.0000,10.0000,23.0000,1013.6210,14.5239
191,2025-10-09,00:00,38.1186,38.1186,0.0000,0.0000,0.0000,0.0000,11.6000,41.9090,41.9090,41.9090,CP,41.9090,0,113.0000,0.3000,113.0000,0.3000,0.0000,0.0000,0.0000,0.0000,0.0000
192,2025-10-09,01:00,38.0247,24.6211,7.9818,641.4369,80.3621,561.0748,12.2000,52.5560,45.8937,52.5560,CP,45.8937,1,101.0000,0.3000,101.0000,0.3000,0.0000,10.0000,23.0000,1013.6210,14.5239
193,2025-10-09,02:00,38.0247,38.0247,0.0000,0.0000,0.0000,0.0000,12.8000,42.8123,42.8123,42.8123,CP,42.8123,0,89.0000,0.3000,89.0000,0.3000,0.0000,0.0000,0.0000,0.0000,0.0000
194,2025-10-09,03:00,38.0247,38.0247,0.0000,0.0000,0.0000,0.0000,13.1000,39.9380,39.9380,39.9380,CP,39.9380,0,83.0000,0.3000,83.0000,0.3000,0.0000,0.0000,0.0000,0.0000,0.0000
195,2025-10-09,04:00,37.9072,37.9072,0.0000,0.0000,0.0000,0.0000,12.8000,44.2876,44.2876,44.2876,CP,44.2876,0,89.0000,0.3000,89.0000,0.3000,0.0000,0.0000,0.0000,0.0000,0.0000
196,2025-10-09,05:00,37.9072,37.9072,0.0000,0.0000,0.0000,0.0000,12.2000,40.7922,40.7922,40.7922,CP,40.7922,0,101.0000,0.3000,101.0000,0.3000,0.0000,0.0000,0.0000,0.0000,0.0000
197,2025-10-09,06:00,37.8633,37.8633,0.0000,0.0000,0.0000,0.0000,11.4000,44.2038,44.2038,44.2038,CP,44.2038,0,117.0000,0.3000,117.0000,0.3000,0.0000,0.0000,0.0000,0.0000,0.0000
198,2025-10-09,07:00,37.8633,37.8633,0.0000,0.0000,0.0000,0.0000,10.8000,39.6388,39.6388,39.6388,CP,39.6388,0,129.0000,3.3000,129.0000,3.3000,0.0000,0.0000,0.0000,0.0000,0.0000
199,2025-10-09,08:00,37.7244,37.7244,0.0000,0.0000,0.0000,0.0000,10.6000,42.3612,42.3612,42.3612,CP,42.3612,0,133.0000,3.3000,133.0000,3.3000,0.0000,0.0000,0.0000,0.0000,0.0000
200,2025-10-09,09:00,37.6947,24.3996,7.8903,637.3048,80.7704,556.5345,11.0000,52.0793,45.4599,52.0793,CP,45.4599,1,125.0000,0.3000,125.0000,0.3000,0.0000,10.0000,23.0000,1013.6210,14.5239
201,2025-10-09,10:00,37.6947,37.6947,0.0000,0.0000,0.0000,0.0000,12.2000,41.9645,41.9645,41.9645,CP,41.9645,0,101.0000,0.3000,101.0000,0.3000,0.0000,0.0000,0.0000,0.0000,0.0000
202,2025-10-09,11:00,37.6947,37.6947,0.0000,0.0000,0.0000,0.0000,14.0000,39.7112,39.7112,39.7112,CP,39.7112,0,65.0000,0.3000,65.0000,0.3000,0.0000,0.0000,0.0000,0.0000,0.0000
203,2025-10-09,12:00,37.5873,37.5873,0.0000,0.0000,0.0000,0.0000,15.7000,46.0087,46.0087,46.0087,CP,46.0087,0,31.0000,0.3000,31.0000,0.3000,0.0000,0.0000,0.0000,0.0000,0.0000
204,2025-10-09,13:00,37.5873,37.5873,0.0000,0.0000,0.0000,0.0000,17.0000,45.8256,45.8256,45.8256,CP,45.8256,0,5.0000,0.3000,5.0000,0.3000,0.0000,0.0000,0.0000,0.0000,0.0000
205,2025-10-09,14:00,37.5873,37.5873,0.0000,0.0000,0.0000,0.0000,17.4000,45.8151,45.8151,45.8151,CP,45.8151,0,0.0000,0.3000,0.0000,0.3000,0.0000,0.0000,0.0000,0.0000,0.0000
206,2025-10-09,15:00,37.5873,37.5873,0.0000,0.0000,0.0000,0.0000,16.6000,45.3560,45.3560,45.3560,CP,45.3560,0,13.0000,0.3000,13.0000,0.3000,0.0000,0.0000,0.0000,0.0000,0.0000
207,2025-10-09,16:00,37.5873,37.5873,0.0000,0.0000,0.0000,0.0000,14.8000,43.6548,43.6548,43.6548,CP,43.6548,0,49.0000,0.3000,49.0000,0.3000,0.0000,0.0000,0.0000,0.0000,0.0000
208,2025-10-09,17:00,37.5873,37.5873,0.0000,0.0000,0.0000,0.0000,12.6000,40.4354,40.4354,40.4354,CP,40.4354,0,93.0000,0.3000,93.0000,0.3000,0.0000,0.0000,0.0000,0.0000,0.0000
209,2025-10-09,18:00,37.2336,37.2336,0.0000,0.0000,0.0000,0.0000,10.3000,42.9471,42.9471,42.9471,CP,42.9471,0,139.0000,0.3000,139.0000,0.3000,0.0000,0.0000,0.0000,0.0000,0.0000
210,2025-10-09,19:00,37.2833,37.2833,0.0000,0.0000,0.0000,0.0000,8.5000,44.2333,44.2333,44.2333,CP,44.2333,0,175.0000,0.3000,175.0000,0.3000,0.0000,0.0000,0.0000,0.0000,0.0000
211,2025-10-09,20:00,37.1873,24.0896,7.7377,629.6413,81.3731,548.2682,7.7000,51.3866,44.8467,51.3866,CP,44.8467,1,191.0000,3.3000,191.0000,3.3000,0.0000,10.0000,23.0000,1013.6210,14.5239
212,2025-10-09,21:00,37.1993,37.1993,0.0000,0.0000,0.0000,0.0000,7.9000,41.8241,41.8241,41.8241,CP,41.8241,0,187.0000,3.3000,187.0000,3.3000,0.0000,0.0000,0.0000,0.0000,0.0000
213,2025-10-09,22:00,37.1481,37.1481,0.0000,0.0000,0.0000,0.0000,8.0000,46.2881,46.2881,46.2881,CP,46.2881,0,185.0000,0.3000,185.0000,0.3000,0.0000,0.0000,0.0000,0.0000,0.0000
214,2025-10-09,23:00,37.1481,37.1481,0.0000,0.0000,0.0000,0.0000,7.7000,39.6873,39.6873,39.6873,CP,39.6873,0,191.0000,0.3000,191.0000,0.3000,0.0000,0.0000,0.0000,0.0000,0.0000
215,2025-10-10,00:00,37.0831,37.0831,0.0000,0.0000,0.0000,0.0000,7.1000,43.5197,43.5197,43.5197,CP,43.5197,0,203.0000,0.3000,203.0000,0.3000,0.0000,0.0000,0.0000,0.0000,0.0000
216,2025-10-10,01:00,37.0328,24.2750,7.5485,615.5893,81.5507,534.0386,6.2000,53.1191,46.7252,53.1191,CP,46.7252,1,221.0000,0.3000,221.0000,0.3000,0.0000,10.0000,23.0000,1013.6210,14.5239
217,2025-10-10,02:00,36.9987,23.6626,7.8422,639.8390,81.5895,558.2495,5.3000,48.7935,42.1478,48.7935,CP,42.1478,1,239.0000,0.3000,239.0000,0.3000,0.0000,10.0000,23.0000,1013.6210,14.5239
218,2025-10-10,03:00,36.9891,36.9891,0.0000,0.0000,0.0000,0.0000,4.2000,40.2822,40.2822,40.2822,CP,40.2822,0,261.0000,0.3000,261.0000,0.3000,0.0000,0.0000,0.0000,0.0000,0.0000
219,2025-10-10,04:00,36.9374,36.9374,0.0000,0.0000,0.0000,0.0000,3.1000,44.9733,44.9733,44.9733,CP,44.9733,0,283.0000,0.3000,283.0000,0.3000,0.0000,0.0000,0.0000,0.0000,0.0000
220,2025-10-10,05:00,36.8959,24.0841,7.5638,618.0036,81.7057,536.2979,2.2000,51.8351,45.4162,51.8351,CP,45.4162,1,301.0000,0.3000,301.0000,0.3000,0.0000,10.0000,23.0000,1013.6210,14.5239
221,2025-10-10,06:00,36.8597,24.0592,7.5548,617.5738,81.7463,535.8275,1.4000,51.7048,45.2903,51.7048,CP,45.2903,1,317.0000,0.3000,317.0000,0.3000,0.0000,10.0000,23.0000,1013.6210,14.5239
222,2025-10-10,07:00,36.8236,23.9692,7.5791,619.8715,81.7867,538.0848,0.8000,51.1173,44.6790,51.1173,CP,44.6790,1,329.0000,3.3000,329.0000,3.3000,0.0000,10.0000,23.0000,1013.6210,14.5239
223,2025-10-10,08:00,36.7856,23.3758,7.8598,643.1617,81.8290,561.3327,0.6000,46.9668,40.2866,46.9668,CP,40.2866,1,333.0000,3.3000,333.0000,3.3000,0.0000,10.0000,23.0000,1013.6210,14.5239
224,2025-10-10,09:00,36.7680,36.7680,0.0000,0.0000,0.0000,0.0000,1.3000,40.0363,40.0363,40.0363,CP,40.0363,0,319.0000,0.3000,319.0000,0.3000,0.0000,0.0000,0.0000,0.0000,0.0000
225,2025-10-10,10:00,36.7184,36.7184,0.0000,0.0000,0.0000,0.0000,2.0000,43.9541,43.9541,43.9541,CP,43.9541,0,305.0000,0.3000,305.0000,0.3000,0.0000,0.0000,0.0000,0.0000,0.0000
226,2025-10-10,11:00,36.6746,23.8493,7.5510,618.8183,81.9517,536.8666,2.5000,51.0474,44.6200,51.0474,CP,44.6200,1,295.0000,0.3000,295.0000,0.3000,0.0000,10.0000,23.0000,1013.6210,14.5239
227,2025-10-10,12:00,36.6358,23.4524,7.7304,633.8507,81.9942,551.8565,2.8000,48.3671,41.7836,48.3671,CP,41.7836,1,289.0000,0.3000,289.0000,0.3000,0.0000,10.0000,23.0000,1013.6210,14.5239
228,2025-10-10,13:00,36.6243,36.6243,0.0000,0.0000,0.0000,0.0000,3.1000,39.1164,39.1164,39.1164,CP,39.1164,0,283.0000,0.3000,283.0000,0.3000,0.0000,0.0000,0.0000,0.0000,0.0000
229,2025-10-10,14:00,36.5812,36.5812,0.0000,0.0000,0.0000,0.0000,3.7000,40.5486,40.5486,40.5486,CP,40.5486,0,271.0000,0.3000,271.0000,0.3000,0.0000,0.0000,0.0000,0.0000,0.0000
230,2025-10-10,15:00,36.5397,36.5397,0.0000,0.0000,0.0000,0.0000,4.7000,42.6499,42.6499,42.6499,CP,42.6499,0,251.0000,0.3000,251.0000,0.3000,0.0000,0.0000,0.0000,0.0000,0.0000
231,2025-10-10,16:00,36.4909,23.8349,7.4488,611.9316,82.1516,529.7800,6.1000,52.0720,45.7161,52.0720,CP,45.7161,1,223.0000,0.3000,223.0000,0.3000,0.0000,10.0000,23.0000,1013.6210,14.5239
